job_title,company,industry,skills,experience_level,employment_type,location,salary,posted_date,company_size,tools_preferred,data_source
1149,"Garcia, Blake and Gardner",Healthcare,"NumPy, R, Excel, Scikit-learn, Flask, LangChain",Senior,Full-time,"North Cassandraborough, FJ",142640-167377,2024-04-17,Large,KDB+,ai_job_market
1150,Brown-Fisher,Automotive,"C++, Excel, TensorFlow, PyTorch",Entry,Internship,"Lake Ruthport, JM",143807-217646,2025-02-24,Startup,FastAPI,ai_job_market
1151,Hayes PLC,Finance,"Pandas, C++, Power BI, Hugging Face, Excel",Entry,Internship,"South Michael, GE",83586-94806,2024-07-01,Mid,"KDB+, PyTorch, BigQuery",ai_job_market
1152,"Mccoy, Barnes and Mercado",Automotive,"Pandas, Scikit-learn, NumPy",Senior,Full-time,"New Richardburgh, PS",147570-214641,2025-03-25,Startup,FastAPI,ai_job_market
1153,Herrera and Sons,Healthcare,"MLflow, AWS, Flask, SQL, Azure",Entry,Full-time,"East Michael, AO",130398-148438,2024-10-23,Mid,"LangChain, KDB+",ai_job_market
1154,Smith-Hansen,Retail,"Excel, Reinforcement Learning, TensorFlow, SQL",Mid,Full-time,"North Michellestad, ME",126850-203760,2023-11-23,Startup,"TensorFlow, FastAPI, MLflow",ai_job_market
1155,"Goodman, Watson and Norman",Tech,"PyTorch, R, Python, GCP, CUDA, C++",Senior,Internship,"Davidshire, ES",63340-150275,2024-04-10,Large,KDB+,ai_job_market
1156,Bennett PLC,Tech,"Flask, LangChain, Reinforcement Learning",Senior,Internship,"West Jennifertown, NP",52424-142189,2024-08-19,Mid,"TensorFlow, LangChain",ai_job_market
1157,Brady-Jones,Education,"LangChain, GCP, Keras",Mid,Contract,"Jasonbury, HT",41157-118700,2024-02-24,Large,TensorFlow,ai_job_market
1158,Walker and Sons,Finance,"MLflow, PyTorch, SQL, TensorFlow",Mid,Contract,"New Amber, CL",134795-155851,2025-03-05,Startup,"MLflow, LangChain, FastAPI",ai_job_market
1159,Bautista LLC,Automotive,"GCP, Pandas, AWS, Azure, Flask, PyTorch",Entry,Contract,"Douglasberg, FM",147660-165793,2025-05-05,Startup,"FastAPI, KDB+, MLflow",ai_job_market
1160,Church Ltd,Healthcare,"GCP, Pandas, Python",Entry,Contract,"Jonathanland, FJ",68918-165624,2024-01-17,Mid,"KDB+, LangChain, MLflow",ai_job_market
1161,Smith LLC,Healthcare,"SQL, Pandas, CUDA, LangChain, Excel",Senior,Full-time,"New Sandraland, ZM",80600-149326,2023-12-08,Large,"TensorFlow, MLflow",ai_job_market
1162,"Acosta, Williams and Carter",Finance,"Python, R, Reinforcement Learning, Azure",Mid,Contract,"Wrightland, ZW",60613-118504,2024-01-16,Mid,"Scikit-learn, FastAPI",ai_job_market
1163,"Thornton, Pittman and Torres",Automotive,"AWS, TensorFlow, CUDA, MLflow",Senior,Remote,"Bowmanton, AG",91079-126568,2025-01-14,Mid,"BigQuery, Scikit-learn",ai_job_market
1164,Palmer Group,Retail,"R, SQL, CUDA, Keras, AWS, Power BI",Mid,Contract,"Samanthahaven, CA",52422-78293,2024-02-02,Startup,"KDB+, LangChain",ai_job_market
1165,"Smith, Hancock and Bolton",Education,"Pandas, NumPy, TensorFlow, SQL",Senior,Internship,"Nicholasville, KN",81248-174992,2024-05-23,Mid,"KDB+, LangChain, BigQuery",ai_job_market
1166,"Shaffer, Wright and Morgan",Automotive,"Power BI, SQL, TensorFlow",Senior,Internship,"South Richardtown, KP",67293-82384,2025-05-02,Mid,Scikit-learn,ai_job_market
1167,Proctor Inc,Tech,"Excel, Scikit-learn, PyTorch, C++, GCP",Mid,Contract,"Jeffreystad, GW",78872-152783,2024-06-30,Large,KDB+,ai_job_market
1168,"Ross, Barrera and Winters",E-commerce,"LangChain, SQL, NumPy, R, Power BI",Entry,Internship,"East Seanview, GB",122910-136367,2023-10-07,Startup,"FastAPI, MLflow, Scikit-learn",ai_job_market
1169,"Hernandez, Collins and Smith",Retail,"Scikit-learn, Reinforcement Learning, TensorFlow",Entry,Internship,"Lake Jessicaside, DJ",100828-139590,2025-09-19,Mid,"KDB+, LangChain",ai_job_market
1170,"Nguyen, Shaffer and Thompson",Automotive,"SQL, CUDA, Reinforcement Learning, Excel",Mid,Internship,"South Danielle, TH",52943-87718,2024-03-12,Startup,"BigQuery, TensorFlow, KDB+",ai_job_market
1171,"Nguyen, Brown and Edwards",Finance,"TensorFlow, MLflow, SQL, PyTorch",Mid,Full-time,"Port Victoriaburgh, PG",84079-116621,2024-04-04,Large,MLflow,ai_job_market
1172,Bartlett Group,Healthcare,"Scikit-learn, TensorFlow, Azure, CUDA",Senior,Full-time,"West Robin, PY",77131-153891,2024-08-02,Large,"KDB+, TensorFlow, Scikit-learn",ai_job_market
1173,"Moran, Ellis and Vargas",E-commerce,"Pandas, AWS, GCP, SQL, Azure, NumPy",Mid,Contract,"New Sethtown, ZW",64114-80848,2025-01-03,Mid,TensorFlow,ai_job_market
1174,"Porter, Hernandez and Hall",Tech,"MLflow, Keras, Scikit-learn, R, GCP",Mid,Full-time,"Ambertown, LV",94393-193885,2024-03-27,Startup,"KDB+, TensorFlow, FastAPI",ai_job_market
1175,Hunter and Sons,Automotive,"SQL, Scikit-learn, Reinforcement Learning, MLflow, Pandas",Senior,Full-time,"South Jasonville, RO",130255-148523,2024-11-21,Large,"MLflow, LangChain",ai_job_market
1176,Moore Ltd,Education,"NumPy, GCP, SQL, CUDA, PyTorch",Mid,Internship,"Garyville, BZ",116734-214659,2024-10-28,Mid,"BigQuery, MLflow, TensorFlow",ai_job_market
1177,Diaz-Gray,Education,"Excel, GCP, C++, NumPy, Hugging Face",Senior,Full-time,"West Justinside, KI",148619-160261,2024-09-09,Mid,"PyTorch, BigQuery, Scikit-learn",ai_job_market
1178,Poole-Scott,Education,"MLflow, LangChain, Excel, C++",Entry,Contract,"Kellyhaven, GQ",95762-123849,2025-07-20,Startup,"Scikit-learn, BigQuery",ai_job_market
1179,"Bishop, Finley and Duran",Healthcare,"C++, CUDA, Keras, Excel",Mid,Contract,"South Meganfort, CZ",144929-213298,2025-05-03,Mid,"PyTorch, LangChain, MLflow",ai_job_market
1180,Rivera Group,Healthcare,"CUDA, Pandas, MLflow, Azure, Flask",Entry,Full-time,"Port Jennifer, CF",64077-123461,2023-12-20,Mid,"MLflow, FastAPI, Scikit-learn",ai_job_market
1181,Blanchard LLC,E-commerce,"LangChain, Python, Excel, C++, FastAPI",Entry,Contract,"North Robertberg, CL",84270-128757,2025-03-17,Startup,"LangChain, KDB+",ai_job_market
1182,"Herman, Rivera and Gonzalez",Retail,"AWS, Reinforcement Learning, Azure, Python, TensorFlow",Mid,Remote,"East Jessica, PG",134675-230472,2025-02-03,Mid,"Scikit-learn, LangChain, BigQuery",ai_job_market
1183,"Mcmillan, Jensen and Olson",Tech,"Reinforcement Learning, Keras, R, MLflow, Power BI, Flask",Mid,Full-time,"Rachelmouth, EG",60301-147093,2025-01-09,Startup,LangChain,ai_job_market
1184,"Mcbride, Davenport and Kidd",Tech,"Keras, NumPy, GCP",Senior,Full-time,"Port Leahland, GQ",80142-137381,2025-02-09,Mid,"LangChain, Scikit-learn",ai_job_market
1185,"Lane, Diaz and Khan",Automotive,"AWS, Flask, SQL, Keras, Excel",Entry,Contract,"Melaniemouth, RS",139587-157245,2024-08-30,Startup,"MLflow, PyTorch",ai_job_market
1186,Taylor LLC,Tech,"TensorFlow, Reinforcement Learning, C++, Power BI, LangChain",Entry,Full-time,"Lopezfurt, AD",132458-195780,2025-08-01,Large,"TensorFlow, LangChain",ai_job_market
1187,"Moss, Simmons and Elliott",Finance,"Power BI, Azure, Hugging Face, Python, C++, R",Entry,Contract,"Matthewville, US",44138-83858,2025-08-30,Large,"LangChain, TensorFlow, MLflow",ai_job_market
1188,"Crane, Robles and Arias",Automotive,"TensorFlow, Reinforcement Learning, SQL, NumPy, Python",Entry,Contract,"New Michaelmouth, KR",85552-135909,2024-06-01,Mid,"FastAPI, TensorFlow",ai_job_market
1189,Martinez-Fuller,Finance,"Scikit-learn, GCP, NumPy, Flask, Excel, AWS",Entry,Remote,"Ruizbury, NZ",78016-138883,2024-03-23,Startup,"FastAPI, Scikit-learn",ai_job_market
1190,Wood-Johnson,Finance,"AWS, NumPy, LangChain, Scikit-learn, FastAPI",Senior,Remote,"Gailland, SK",132214-163110,2023-10-03,Mid,"TensorFlow, Scikit-learn, PyTorch",ai_job_market
1191,Martin Group,Retail,"CUDA, Power BI, LangChain, Scikit-learn",Senior,Full-time,"Lake Nicole, GT",139424-155189,2024-04-30,Large,"BigQuery, MLflow",ai_job_market
1192,"Morrison, Wallace and Wade",Retail,"PyTorch, Power BI, Pandas, Scikit-learn",Mid,Internship,"East Cheryl, PG",77201-136368,2023-12-21,Startup,"MLflow, LangChain, Scikit-learn",ai_job_market
1193,"Villa, Hall and Bishop",Automotive,"LangChain, Power BI, AWS, TensorFlow",Mid,Contract,"New Garytown, FI",53641-106882,2024-10-21,Startup,MLflow,ai_job_market
1194,Kennedy-Davis,E-commerce,"Keras, Python, Power BI, GCP",Senior,Contract,"East Jessicaport, CG",54875-88396,2025-02-02,Mid,"BigQuery, FastAPI, PyTorch",ai_job_market
1195,Anderson Group,E-commerce,"LangChain, Pandas, Scikit-learn, MLflow, C++",Mid,Contract,"Turnerville, AO",71896-133164,2024-01-27,Mid,PyTorch,ai_job_market
1196,"Price, Moore and Kidd",E-commerce,"FastAPI, Excel, Scikit-learn, Pandas, PyTorch, Hugging Face",Entry,Full-time,"Rachelview, KH",54199-121277,2024-02-09,Startup,"TensorFlow, BigQuery, MLflow",ai_job_market
1197,Carroll Group,Automotive,"C++, AWS, NumPy, SQL",Mid,Remote,"West Monica, TT",58539-140291,2025-05-19,Startup,KDB+,ai_job_market
1198,Woods-French,Healthcare,"TensorFlow, Python, Reinforcement Learning",Mid,Internship,"South Meagan, GQ",81361-133784,2023-12-31,Startup,"PyTorch, Scikit-learn, KDB+",ai_job_market
1199,"Miller, Gonzalez and Kelly",Retail,"Reinforcement Learning, Flask, C++, Azure, Hugging Face, Python",Senior,Remote,"Kellyborough, PA",107193-148881,2023-10-26,Startup,Scikit-learn,ai_job_market
1200,Marquez and Sons,Education,"TensorFlow, Scikit-learn, NumPy, C++, Hugging Face",Entry,Contract,"Pooleview, NL",101110-159072,2025-03-31,Large,"FastAPI, MLflow, PyTorch",ai_job_market
1201,"Anderson, Lucas and Clements",Retail,"SQL, AWS, TensorFlow",Entry,Full-time,"West Bethanyshire, HU",136800-229914,2024-09-21,Mid,PyTorch,ai_job_market
1202,Williams LLC,Tech,"Hugging Face, Pandas, SQL",Mid,Internship,"East Nicholeberg, DE",124475-186998,2025-03-25,Startup,"MLflow, PyTorch, BigQuery",ai_job_market
1203,Braun Inc,Tech,"NumPy, TensorFlow, Pandas, CUDA",Senior,Internship,"Brooksbury, GE",132410-187652,2024-08-08,Large,BigQuery,ai_job_market
1204,"Williams, Carter and Wilson",E-commerce,"C++, Pandas, Keras, Excel",Mid,Full-time,"Juliemouth, TR",112490-177711,2023-11-06,Startup,"MLflow, KDB+, Scikit-learn",ai_job_market
1205,Howard-Farrell,Retail,"Scikit-learn, Excel, Flask",Entry,Internship,"Fishershire, CN",87425-138303,2025-07-11,Mid,FastAPI,ai_job_market
1206,Richards-Adams,Finance,"FastAPI, C++, NumPy, Flask",Entry,Contract,"Lake Kathleenville, AZ",67422-166675,2024-08-17,Large,"MLflow, LangChain",ai_job_market
1207,Olson Group,Automotive,"SQL, Pandas, Flask",Senior,Remote,"East Nicole, GA",60629-128509,2025-01-25,Mid,"FastAPI, MLflow, BigQuery",ai_job_market
1208,Montgomery-Castro,Automotive,"MLflow, Keras, C++, Reinforcement Learning",Mid,Internship,"South Michelebury, AO",141368-183538,2023-10-05,Startup,"LangChain, FastAPI",ai_job_market
1209,Cannon Group,E-commerce,"Hugging Face, Flask, Pandas, SQL, TensorFlow",Entry,Remote,"Port Andrew, AF",125075-152579,2024-10-03,Startup,"FastAPI, MLflow, LangChain",ai_job_market
1210,Green-Freeman,Education,"GCP, LangChain, Scikit-learn, NumPy, Pandas",Mid,Full-time,"East Edwardtown, ME",140375-183044,2024-01-11,Mid,"FastAPI, TensorFlow, MLflow",ai_job_market
1211,"Sullivan, Spencer and Holland",Finance,"FastAPI, TensorFlow, Hugging Face, SQL, Azure, Reinforcement Learning",Entry,Internship,"Thomasfurt, VA",58608-145805,2023-09-28,Startup,"Scikit-learn, MLflow, FastAPI",ai_job_market
1212,Barrett-Smith,Automotive,"SQL, R, AWS",Mid,Internship,"Jessicachester, MW",51771-68566,2025-01-01,Mid,"MLflow, BigQuery, FastAPI",ai_job_market
1213,Vargas-Rodriguez,Automotive,"AWS, C++, Hugging Face, Azure, TensorFlow, MLflow",Senior,Internship,"Debraton, GT",87515-163452,2024-06-20,Startup,"KDB+, BigQuery",ai_job_market
1214,Gaines-Vance,Healthcare,"TensorFlow, MLflow, CUDA",Entry,Remote,"Cervantesmouth, FM",140185-236787,2025-09-10,Large,"MLflow, TensorFlow, FastAPI",ai_job_market
1215,"Brown, Fox and Stokes",Healthcare,"Flask, CUDA, Hugging Face, MLflow, FastAPI",Mid,Internship,"Marcmouth, CN",52829-97624,2025-08-13,Mid,LangChain,ai_job_market
1216,Sparks-Garrison,E-commerce,"FastAPI, GCP, C++",Entry,Internship,"New Andreastad, RO",132513-230452,2024-07-12,Mid,"FastAPI, LangChain",ai_job_market
1217,"Payne, Swanson and Silva",Automotive,"TensorFlow, Power BI, Scikit-learn, Excel",Entry,Remote,"North Jamesside, YE",84716-150208,2024-12-22,Mid,"FastAPI, PyTorch",ai_job_market
1218,Vargas-Edwards,Tech,"Power BI, GCP, Scikit-learn",Entry,Internship,"Adamtown, CH",57691-76940,2025-01-08,Large,"KDB+, LangChain",ai_job_market
1219,Huynh PLC,Retail,"R, Keras, Azure, AWS, NumPy, GCP",Entry,Internship,"West Christopher, QA",124533-208279,2024-12-15,Mid,"LangChain, BigQuery, Scikit-learn",ai_job_market
1220,"Griffith, Ruiz and Jones",Healthcare,"SQL, FastAPI, CUDA, GCP, LangChain, Scikit-learn",Entry,Internship,"West Christina, BW",91133-152395,2024-04-14,Startup,TensorFlow,ai_job_market
1221,Flowers Group,Healthcare,"NumPy, R, CUDA, MLflow, Azure, PyTorch",Mid,Full-time,"New Robin, NR",45671-90178,2023-10-03,Mid,"BigQuery, KDB+",ai_job_market
1222,Deleon PLC,Finance,"Power BI, Keras, TensorFlow",Senior,Contract,"North Brendaview, SE",82804-138709,2023-11-17,Mid,"LangChain, Scikit-learn",ai_job_market
1223,Mcintosh-Mitchell,Tech,"Keras, Power BI, TensorFlow, Excel, SQL, LangChain",Entry,Internship,"North John, YE",91610-132764,2024-07-28,Mid,"MLflow, Scikit-learn, FastAPI",ai_job_market
1224,Davies-Valentine,Finance,"AWS, GCP, Keras, SQL, Pandas, Python",Entry,Full-time,"Dixontown, BY",68574-108118,2024-08-29,Large,"PyTorch, Scikit-learn",ai_job_market
1225,Collins Group,Retail,"Azure, PyTorch, LangChain",Entry,Internship,"Brandonville, FR",124562-213852,2024-01-07,Mid,"LangChain, MLflow",ai_job_market
1226,Fields-Ramirez,Education,"Hugging Face, LangChain, R, Python, SQL, TensorFlow",Mid,Internship,"East Alexandratown, BT",86589-178866,2024-03-16,Large,BigQuery,ai_job_market
1227,"Christensen, Heath and Lopez",Education,"SQL, Scikit-learn, GCP",Mid,Remote,"Mcdonaldview, TT",93501-130789,2024-03-07,Startup,"LangChain, BigQuery, MLflow",ai_job_market
1228,Cross-Randall,E-commerce,"Hugging Face, R, TensorFlow",Entry,Contract,"Brianshire, KE",57590-85895,2024-12-09,Large,"TensorFlow, LangChain",ai_job_market
1229,Brewer-Bruce,Finance,"TensorFlow, Hugging Face, CUDA, PyTorch",Entry,Contract,"New Donnaville, AG",142708-157155,2024-06-28,Mid,"BigQuery, MLflow, FastAPI",ai_job_market
1230,"Henderson, Owens and Jones",Finance,"FastAPI, Python, MLflow, R, TensorFlow",Mid,Internship,"Sullivanborough, TH",140520-166869,2024-03-11,Startup,"Scikit-learn, LangChain",ai_job_market
1231,Lee-Davis,Tech,"Excel, Pandas, Power BI, NumPy, Reinforcement Learning, C++",Senior,Internship,"Gonzalesland, UZ",93505-152567,2024-03-25,Startup,Scikit-learn,ai_job_market
1232,Watson-Fernandez,Healthcare,"Flask, Python, C++, Azure",Entry,Full-time,"Mosesland, FJ",137712-152412,2024-06-17,Startup,"FastAPI, Scikit-learn",ai_job_market
1233,"Benjamin, Jordan and Larsen",Education,"Scikit-learn, MLflow, Keras, Hugging Face",Senior,Full-time,"New Angelton, SM",100873-150041,2024-04-16,Mid,"PyTorch, FastAPI",ai_job_market
1234,Moore LLC,Finance,"R, NumPy, Hugging Face, TensorFlow",Senior,Internship,"Willischester, ET",86191-119779,2024-10-06,Startup,KDB+,ai_job_market
1235,"Wilson, Roberts and Frank",E-commerce,"PyTorch, Azure, Flask, SQL, Power BI, TensorFlow",Entry,Full-time,"Port Amy, FJ",107174-166157,2023-12-15,Large,"Scikit-learn, LangChain",ai_job_market
1236,"Hernandez, Long and Hutchinson",E-commerce,"GCP, C++, R, Pandas",Senior,Remote,"Hayesport, CH",133743-163382,2025-06-14,Startup,"MLflow, KDB+, LangChain",ai_job_market
1237,"Huffman, Larson and Bryant",Healthcare,"NumPy, C++, Python",Entry,Contract,"South Devinburgh, GM",44626-114268,2025-09-07,Startup,"BigQuery, KDB+",ai_job_market
1238,"Perry, Ford and Watson",Finance,"Python, Excel, Scikit-learn, TensorFlow, R",Mid,Remote,"Leeville, IR",42058-140636,2024-06-06,Startup,"LangChain, BigQuery, FastAPI",ai_job_market
1239,Coffey Ltd,E-commerce,"LangChain, GCP, NumPy",Entry,Full-time,"Port Aprilhaven, MD",83416-151596,2025-07-03,Large,"PyTorch, LangChain",ai_job_market
1240,Lewis-Suarez,Education,"Power BI, Pandas, Python, Keras, NumPy, Scikit-learn",Mid,Full-time,"New Brandonfurt, TJ",136005-149348,2023-10-29,Large,PyTorch,ai_job_market
1241,Dominguez Ltd,Education,"Flask, Pandas, Power BI, Scikit-learn, R",Senior,Contract,"Gillbury, LR",142696-209766,2025-01-31,Mid,"PyTorch, MLflow",ai_job_market
1242,Bennett-Peck,Finance,"PyTorch, Hugging Face, GCP, Keras, TensorFlow, AWS",Mid,Remote,"Port Ernest, PY",57791-105397,2023-09-23,Large,Scikit-learn,ai_job_market
1243,Jones and Sons,Finance,"Azure, LangChain, Flask",Mid,Contract,"New Loriberg, OM",117104-212155,2024-03-05,Large,LangChain,ai_job_market
1244,Benton-Dunn,Retail,"AWS, GCP, PyTorch, Keras, TensorFlow",Entry,Full-time,"Justinmouth, BF",81222-98058,2024-01-17,Startup,"Scikit-learn, MLflow, KDB+",ai_job_market
1245,Martin and Sons,Automotive,"Azure, Keras, R, Scikit-learn, TensorFlow, PyTorch",Senior,Contract,"South Lauraport, MC",136657-216930,2025-02-20,Large,"PyTorch, KDB+",ai_job_market
1246,"Washington, Allen and Watts",Finance,"AWS, TensorFlow, R",Mid,Contract,"Kyliehaven, UY",117119-152032,2025-04-19,Startup,"FastAPI, KDB+",ai_job_market
1247,"Bauer, Hayden and Reynolds",Healthcare,"NumPy, Excel, GCP, CUDA, AWS",Entry,Full-time,"Matthewland, FI",98470-180907,2024-02-27,Large,"Scikit-learn, PyTorch",ai_job_market
1248,Williams-Hamilton,Tech,"PyTorch, Keras, R, SQL, Reinforcement Learning, Excel",Entry,Internship,"West Sierra, LT",120633-178318,2024-01-12,Mid,FastAPI,ai_job_market
1249,Walters LLC,Healthcare,"SQL, Excel, Flask, Scikit-learn",Senior,Contract,"Lake Rodneyfort, BF",95461-193480,2024-08-23,Startup,BigQuery,ai_job_market
1250,"Davis, Hanson and Gaines",Automotive,"Flask, Keras, TensorFlow, CUDA, C++",Mid,Contract,"Lake Phyllisburgh, MY",102123-122063,2023-10-04,Mid,"TensorFlow, FastAPI, BigQuery",ai_job_market
1251,"Garcia, Smith and James",Automotive,"NumPy, Pandas, SQL, GCP, FastAPI",Mid,Full-time,"Lake Gregoryshire, CD",111473-178933,2024-01-15,Mid,"MLflow, LangChain",ai_job_market
1252,Williams PLC,Retail,"SQL, Power BI, Excel, Reinforcement Learning",Entry,Contract,"Vanessafurt, TG",128138-226109,2025-06-29,Large,"FastAPI, KDB+",ai_job_market
1253,Powell Ltd,Automotive,"NumPy, CUDA, TensorFlow, Pandas, Hugging Face, PyTorch",Senior,Remote,"New Donaldmouth, BG",97139-170282,2024-02-26,Mid,"Scikit-learn, KDB+, LangChain",ai_job_market
1254,Bell-Miles,Tech,"R, Excel, NumPy, CUDA, Azure, TensorFlow",Senior,Internship,"East Heather, MX",137454-165905,2025-04-15,Mid,Scikit-learn,ai_job_market
1255,Cohen-Gardner,Education,"SQL, MLflow, Keras",Mid,Remote,"Bairdmouth, BF",42730-121043,2024-07-08,Large,MLflow,ai_job_market
1256,"Smith, Shepherd and Dawson",Education,"Keras, FastAPI, Flask",Senior,Remote,"East Matthew, KW",121082-204983,2025-07-10,Startup,MLflow,ai_job_market
1257,Dennis-West,Automotive,"LangChain, SQL, Hugging Face",Mid,Remote,"West Carolberg, KW",94437-128266,2025-08-20,Mid,MLflow,ai_job_market
1258,"Cortez, Kirby and Harris",Finance,"TensorFlow, Excel, NumPy, Reinforcement Learning, MLflow, Power BI",Senior,Remote,"North George, LC",67907-106672,2024-03-31,Startup,BigQuery,ai_job_market
1259,Martin and Sons,Automotive,"Hugging Face, Pandas, Scikit-learn, Flask",Entry,Internship,"Mitchelltown, GE",95122-188498,2025-04-01,Mid,KDB+,ai_job_market
1260,Jones-Romero,Education,"AWS, Scikit-learn, TensorFlow, FastAPI, Power BI, Azure",Senior,Full-time,"Coxstad, PE",141020-194689,2024-07-20,Mid,PyTorch,ai_job_market
1261,"Mercer, Robinson and Rhodes",E-commerce,"LangChain, FastAPI, R",Senior,Full-time,"Jacksonborough, BH",133090-175529,2025-04-22,Large,MLflow,ai_job_market
1262,White-Gomez,Education,"TensorFlow, SQL, Reinforcement Learning, AWS, PyTorch, Python",Senior,Contract,"Carlaton, BR",96867-163829,2025-07-24,Large,"PyTorch, TensorFlow",ai_job_market
1263,Morgan-Phillips,E-commerce,"Scikit-learn, Reinforcement Learning, NumPy, MLflow, Flask, Hugging Face",Entry,Full-time,"Rodriguezchester, SK",133145-195186,2025-03-18,Mid,FastAPI,ai_job_market
1264,Bailey-York,Education,"FastAPI, Azure, NumPy, GCP, Flask",Mid,Internship,"Brittanymouth, ME",44966-73083,2024-11-05,Large,FastAPI,ai_job_market
1265,Rodriguez-Walters,Healthcare,"Flask, TensorFlow, Python, R, Azure, SQL",Senior,Full-time,"Travistown, PS",113803-173152,2024-01-18,Mid,"PyTorch, Scikit-learn, KDB+",ai_job_market
1266,Ortiz PLC,E-commerce,"Keras, GCP, Scikit-learn, MLflow, NumPy",Entry,Full-time,"Rochastad, BB",96732-192601,2025-02-20,Large,"LangChain, PyTorch",ai_job_market
1267,Green-Moore,Retail,"R, NumPy, PyTorch",Senior,Full-time,"East Valerieville, KE",137258-223013,2024-01-09,Startup,PyTorch,ai_job_market
